Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
CAPE AUSTRALIA HOLDINGS PTY LTD,12126824397,412905445,0,0,2016-17
CAPE PRESTON PORT COMPANY PTY LTD,84147842153,127656419,5711696,1713509,2016-17
CAPGEMINI AUSTRALIA PTY LIMITED,11092284314,317818439,0,0,2016-17
CAPILANO HONEY LIMITED,55009686435,133143583,11614265,3350816,2016-17
CAPITAL PROPERTY FINANCE PTY LIMITED,98008608928,509648307,121503878,33216109,2016-17
CAPITAL S.M.A.R.T REPAIRS AUSTRALIA PTY LTD,47143462748,280154303,21592914,6477874,2016-17
CAPITOL HEALTH LIMITED,84117391812,164182614,2612734,783820,2016-17
CAPRAL LIMITED,78004213692,426891390,0,0,2016-17
CARDIFF CAR CITY HOLDINGS PTY LTD,15602181751,118762249,2338061,701418,2016-17
CARDNO LIMITED,70108112303,635123953,0,0,2016-17
CARDTRONICS AUSTRALIA PTY LTD,46157774224,131618121,0,0,2016-17
CARL ZEISS PTY LIMITED,82008410704,107961757,7795677,1016381,2016-17
CARLISLE HOMES PTY LTD,86106263209,373639965,36589228,10616423,2016-17
CARNEY TOWNSVILLE PARTNERSHIP,16842172023,116053664,5381893,1614568,2016-17
CARPET COURT AUSTRALIA LIMITED,77001195697,214730921,1154157,346247,2016-17
CARSALES.COM LIMITED,91074444018,292788881,159317300,42789796,2016-17
CASELLA WINES PTY LIMITED,96060745315,498586914,67411229,20223369,2016-17
CASH CONVERTERS INTERNATIONAL LIMITED,39069141546,260713723,17310536,3724676,2016-17
CATALENT AUSTRALIA HOLDING PTY LTD,69098539470,119754307,0,0,2016-17
CATCH GROUP PTY LTD,89159074003,308004407,9850769,2955231,2016-17
CATERPILLAR COMMERCIAL AUSTRALIA PTY LTD,97093131992,182405370,7955172,2386552,2016-17
CATERPILLAR FINANCIAL AUSTRALIA LIMITED,70006714585,161723120,63659925,19097977,2016-17
CATERPILLAR UNDERGROUND MINING PTY LTD,69069652866,266464653,22859796,856343,2016-17
CATHAY PACIFIC AIRWAYS LIMITED,57000479514,651711033,0,0,2016-17
CBH GRAIN PTY LTD,39089394883,2908629170,4482277,1322817,2016-17
CBH RESOURCES LIMITED,27009423858,168756971,0,0,2016-17
CBI CONSTRUCTORS PTY LTD,90000612411,993525536,167910482,50373145,2016-17
CBRE PTY LTD,57057373574,512458603,41616966,11717086,2016-17
CCCI AUSTRALIA PTY LTD,95603555988,2965885001,0,0,2016-17
CDC MANAGEMENT PTY LTD,50606815178,277220240,21709049,6512715,2016-17
CEBAS PTY LTD,15009156003,207774570,22324975,6697492,2016-17
CEDAR WOODS PROPERTIES LIMITED,47009259081,222199020,43276939,12079065,2016-17
CELGENE PTY LTD,42118998771,134231156,6482419,1944726,2016-17
CELSUS SECURITISATION PTY LTD,18147998230,216159550,0,0,2016-17
CEMENT AUSTRALIA HOLDINGS PTY LTD,99001085561,445053272,83769213,15393694,2016-17
CENGAGE AUSTRALIA HOLDINGS PTY LTD,69129545811,100127778,17961898,5374884,2016-17
CENTAMIN EGYPT LTD,86007700352,895168918,4801273,1440382,2016-17
CENTENARY AUSTRALIA PTY LIMITED,77085156216,252897660,0,0,2016-17
CENTRAL EQUITY LIMITED,27006708738,536058317,173941504,52182451,2016-17
CENTURY YUASA BATTERIES PTY LTD,66009685232,233008772,10289338,3086801,2016-17
CENVERSA LIMITED,55092375221,140047602,2652095,795628,2016-17
CEREAL PARTNERS AUSTRALIA PTY LIMITED,98120338249,201984466,21846823,5452552,2016-17
CEREBOS (AUSTRALIA) LIMITED,82004304803,249786931,23531678,5662109,2016-17
CEVA PTY LTD,27122147433,393206679,0,0,2016-17
CFT HOLDINGS COMPANY PTY LIMITED,42160294904,475359909,44811342,13443403,2016-17
CH2 HOLDINGS PTY LTD,80113630505,1256524838,0,0,2016-17
CH2M HILL AUSTRALIA PTY LIMITED,42050070892,143267753,0,0,2016-17
CHALLENGER LIMITED,85106842371,2111032027,511744239,138915486,2016-17
CHALLIS INVESTMENT PARTNERS PTY LTD,95605891165,203712609,166861,50058,2016-17
CHAMBERLAIN HOLDINGS LIMITED,85008688202,1187695141,92865501,27857645,2016-17
CHANEL (AUSTRALIA) PTY LTD,83000012153,243235488,33017204,9905161,2016-17
CHARTER HALL LIMITED,57113531150,214151970,65381059,18984554,2016-17
CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,50084642571,102381925,0,0,2016-17
CHESTERFIELD AUSTRALIA PTY LTD,42001654762,235332246,3354530,1006359,2016-17
CHEVRON AUSTRALIA HOLDINGS PTY LTD,60098079344,2239084398,0,0,2016-17
CHINA CONSTRUCTION BANK CORPORATION,24125167553,1240377428,30386347,9115904,2016-17
CHINA MERCHANTS LOSCAM HOLDINGS AUSTRALIA PTY LTD,46144845867,111673142,202071,0,2016-17
CHINATEX (AUSTRALIA) PTY LTD,40003400217,381874025,0,0,2016-17
CHINOVA RESOURCES PTY LTD,20107689878,118751779,0,0,2016-17
CHIYODA OCEANIA PTY LTD,26129200040,109011469,18637878,5591363,2016-17
CHOBANI (AUSTRALIA) PTY LTD,60150876305,164647385,12303942,3321895,2016-17
CHUBB HOLDINGS AUSTRALIA PTY LIMITED,64116987618,921506993,97603283,28529718,2016-17
CHUBB INSURANCE COMPANY OF AUSTRALIA LIMITED,69003710647,130122018,4480284,1334801,2016-17
CIMIC GROUP LIMITED,57004482982,5418715116,457117561,122949699,2016-17
CISCO SYSTEMS AUSTRALIA PTY LTD,52050332940,1890611502,79054923,23384344,2016-17
CITIBANK NA,34072814058,722445841,313644428,94093328,2016-17
CITIC PACIFIC MINING MANAGEMENT PTY LTD,64119578371,1081874825,20050839,6015252,2016-17
CITIC RESOURCES AUSTRALIA PTY LTD,87107652817,555840993,0,0,2016-17
CITIGROUP PTY LTD,88004325080,2180665049,224124500,67237350,2016-17
CITRIX SYSTEMS ASIA PACIFIC PTY LTD,37078874530,291857105,4913710,0,2016-17
CITY HOLDINGS (AUS) PTY LTD,33135098636,341659862,14240270,4272081,2016-17
CIVEO HOLDING COMPANY 1 PTY LTD,91146700441,151576471,0,0,2016-17
CIVICA PTY LIMITED,83003691718,105718624,15197186,866854,2016-17
CIVMEC LIMITED,50604316690,319940227,4460259,1338078,2016-17
CJD EQUIPMENT PTY LTD,63008754523,348412193,7735160,2320548,2016-17
CLARIUS GROUP LIMITED,43002724334,142380067,0,0,2016-17
CLEANAWAY WASTE MANAGEMENT LIMITED,74101155220,1488297610,69538521,1099414,2016-17
CLEARLIGHT INVESTMENTS PTY LTD,59007543544,298611497,25714227,7714268,2016-17
CLEARVIEW WEALTH LIMITED,83106248248,568630415,39411749,7518339,2016-17
CLEMENGER GROUP LIMITED,98004882928,190008966,43503567,10891681,2016-17
CLERMONT COAL MINES LTD,56010487939,1017514388,0,0,2016-17
CLICK ENERGY GROUP HOLDINGS PTY LTD,31160484837,182760127,5539027,1661708,2016-17
CLIFFS NATURAL RESOURCES HOLDINGS PTY LTD,69112437331,749245791,0,0,2016-17
CLINICAL LABORATORIES PTY LTD,62006823089,359457017,0,0,2016-17
CLOROX HOLDINGS PTY LTD,57077214076,161406727,9444377,2833313,2016-17
CLYDESDALE PROPERTY DEVELOPMENT GROUP PTY LTD,35169433309,139312084,58562566,17568770,2016-17
CMOC MINING PTY LIMITED,17164997317,278596483,49766198,13907065,2016-17
CNH INDUSTRIAL AUSTRALIA PTY LTD,76000031130,902169081,111777626,33533288,2016-17
CNOOC AUSTRALIA ENERGY CAPITAL MANAGEMENT PTY LTD,79129021316,276754221,42925669,12877701,2016-17
CNOOC GAS AND POWER (AUS) INVESTMENT PTY LTD,28142591044,1278301487,0,0,2016-17
CNW PTY LTD,48009669836,476665787,25886015,4058662,2016-17
COAL & ALLIED INDUSTRIES LTD,67008416760,144342907,35603591,10681077,2016-17
COCA-COLA AMATIL LIMITED,26004139397,3475721573,403820878,110737084,2016-17
COCA-COLA SOUTH PACIFIC PTY LTD,50003029794,153122806,14579667,4373900,2016-17
COCHLEAR LIMITED,96002618073,854783111,348383748,64971720,2016-17
CODAN LIMITED,77007590605,247205058,71602625,15811269,2016-17
COFCO (AUSTRALIA) PTY LTD,43003729182,257906159,189315,56794,2016-17
COFCO AGRI AUSTRALIA PTY LTD,25001069423,661298203,0,0,2016-17
COGNIZANT TECHNOLOGY SOLUTIONS,74100749997,165749614,11704929,3511479,2016-17
COL CRAWFORD PTY LTD,27001798081,214067533,2669402,800821,2016-17
COLAS AUSTRALIA GROUP PTY LTD,11000388161,327382292,29049820,8424877,2016-17
COLGATE PALMOLIVE PTY LTD,79002792163,617221624,79511431,23849847,2016-17
COLIN JOSS & CO. PTY. LIMITED,73003538583,240722119,13090505,3927152,2016-17
COLLECTION HOUSE LIMITED,74010230716,125912624,28141055,8085010,2016-17
COLLIERS INTERNATIONAL HOLDINGS (AUSTRALIA) LIMITED,65008178238,271454838,46136443,11816420,2016-17
COLLINS FOODS LIMITED,13151420781,624517277,51778090,15533427,2016-17
COMDAIN INFRASTRUCTURE PTY LTD,50092035419,241757679,2292454,687736,2016-17
COMFORTDELGRO CORPORATION AUSTRALIA PTY LTD,84002072004,353712446,31154822,9346447,2016-17
COMGEN AUSTRALIA PTY LTD,17050242441,1020364343,22798755,5882872,2016-17
COMMERCIAL METALS PTY LTD,39164131855,245893115,0,0,2016-17
COMMERCIAL MOTOR VEHICLES PTY LTD,84007874142,1188929127,30019903,8928137,2016-17
COMMONWEALTH BANK OF AUSTRALIA,48123123124,41857364369,13511203863,3937948031,2016-17
COMMONWEALTH STEEL COMPANY PTY LTD,58000007698,154884773,32526152,0,2016-17
COMMSCOPE HOLDINGS AUSTRALIA PTY LTD,57605413456,307060391,30447861,7810546,2016-17
COMMUNITY CPS AUSTRALIA LIMITED,15087651143,234988424,34770894,9249695,2016-17
COMO GLASSHOUSE INVESTMENTS PTY LTD,49604272951,504267581,1180741,0,2016-17
COMPASS GROUP (AUSTRALIA) PTY LTD,41000683125,1130439968,61990473,12007796,2016-17
COMPETENTIA PTY LTD,11143641543,110322214,2303279,690984,2016-17
COMPETITIVE FOODS AUSTRALIA PTY LTD,48010542908,1189148236,52464963,15685965,2016-17
COMPUTERSHARE LIMITED,71005485825,699065370,168210670,38075889,2016-17
CONBEAR HOLDINGS PTY LIMITED,85000220780,271179109,0,0,2016-17
CONDEV CONSTRUCTION PTY LTD,39101213825,219259131,4780221,1434066,2016-17
CONNECTEAST PTY LTD,99101213263,333284313,0,0,2016-17
CONOCOPHILLIPS AUSTRALIA GAS HOLDINGS PTY LTD,69081089170,1063086551,96955662,0,2016-17
CONSOLIDATED DISTRIBUTIONS PTY LTD,20162051247,251400002,359142610,0,2016-17
CONSOLIDATED FOOD COMPANY PTY LTD,14153417004,127748470,55501,16650,2016-17
CONSTELLATION SOFTWARE AUSTRALIA PTY LIMITED,50141627232,139259112,23973849,7045447,2016-17
CONTINENTAL PTY LTD,46004390587,135426226,100100,30030,2016-17
COOGEE CHEMICALS PTY LTD,37008747500,246445556,27472528,4965418,2016-17
COOK AUSTRALIA PTY LTD,27141258648,244848622,14102258,3502174,2016-17
CO-OPERATIEVE RABOBANK U.A.,70003917655,786382365,0,0,2016-17
COOPERS BREWERY LIMITED,13007871409,249850000,42626084,12690046,2016-17
COPYRIGHT AGENCY LIMITED,53001228799,147446848,0,0,2016-17
CORANAR (AUSTRALIA) PTY LTD,12114668727,116227922,14569495,4370848,2016-17
CORELOGIC AUSTRALIA HOLDINGS PTY LIMITED,75150637406,155274318,18488238,0,2016-17
CORNING AUSTRALIA HOLDINGS CO PTY LTD,52099032667,115330345,0,0,2016-17
CORPORATE TRAVEL MANAGEMENT LIMITED,17131207611,122774261,41355859,11343783,2016-17
COSTA GROUP HOLDINGS LIMITED,68151363129,917243965,73845133,19513976,2016-17
COSTCO WHOLESALE AUSTRALIA PTY LTD,57104012893,1595924515,41331078,12399323,2016-17
COTY AUSTRALIA PTY. LIMITED,96058696549,200341564,19811537,5943461,2016-17
COUNTPLUS LTD,11126990832,104411243,20553197,5433749,2016-17
COUNTRY ROAD GROUP PTY LTD,78006759182,1029522864,82173125,24399351,2016-17
COUNTRYWIDE AUSTRALASIA LTD,34068162676,668420335,0,0,2016-17
COVENTRY GROUP LTD,37008670102,130330873,0,0,2016-17
COVER-MORE GROUP LIMITED,79166776334,147756940,13957588,4186246,2016-17
COX AUTOMOTIVE AUSTRALIA PROPERTY PTY LTD,82612854298,182240898,4128029,1199388,2016-17
CPA AUSTRALIA LTD,64008392452,188560766,0,0,2016-17
CRAIG MOSTYN HOLDINGS PTY LIMITED,14008398356,312089197,15950993,3567994,2016-17
CRAWFORD & COMPANY (AUSTRALIA) PTY LTD,11002317133,104800443,14880946,4448726,2016-17
CREDIT AGRICOLE CIB AUSTRALIA LIMITED,32002540409,142748000,61243116,18372935,2016-17
CREDIT CORP GROUP LIMITED,33092697151,252119696,86324475,25835330,2016-17
CREDIT SUISSE AG,17061700712,374596007,53376469,16012941,2016-17
CREDIT SUISSE HOLDINGS (AUSTRALIA) LIMITED,96008496713,450369484,64447802,19030512,2016-17
CREDIT UNION AUSTRALIA LIMITED,44087650959,494492021,78921911,18926048,2016-17
CRISTAL INORGANIC CHEMICALS AUSTRALIA PTY LTD,20125123784,625668697,0,0,2016-17
CROWN EQUIPMENT PTY LIMITED,79000514858,370760404,0,0,2016-17
CROWN GROUP HOLDINGS PTY LIMITED,47125413443,517556486,49403886,14821166,2016-17
CROWN RESORTS LIMITED,39125709953,5236480237,273968318,77366750,2016-17
CROWNBET HOLDINGS PTY LTD,55603274237,212867573,0,0,2016-17
CS (AUSTRALIA) PTY LIMITED,84093488361,672614146,0,0,2016-17
CSL LIMITED,99051588348,2830066548,326868333,16333552,2016-17
CSR LIMITED,90000001276,1791150099,0,0,2016-17
CTI LOGISTICS LIMITED,69008778925,158404998,8896526,2182130,2016-17
CUA HEALTH LIMITED,98098685459,146887106,11248699,3318514,2016-17
CUBIC TRANSPORTATION SYSTEMS (AUSTRALIA) PTY LIMITED,82003617561,185079505,39538294,11861488,2016-17
CUMMINS FILTRATION INTERNATIONAL CORPORATION,60007505473,104944257,8605054,2581516,2016-17
CUMMINS SOUTH PACIFIC PTY LTD,42006332949,718470340,61159206,18318714,2016-17
CUNNINGHAM LINDSEY AUSTRALIA HOLDINGS PTY LTD,NA,132849944,4560021,1368006,2016-17
CUSCAL LTD,95087822455,262134247,36779999,2555204,2016-17
CW RETAIL TRUST,73738358083,1015610363,172869025,51860708,2016-17
CWF HOLDINGS PTY LTD,66142083323,100725088,0,0,2016-17
CXC CORPORATE SERVICES PTY LTD,58150274007,252634246,1162275,348682,2016-17
D & C CORPORATION PTY LTD,37159824736,148405754,588758,176627,2016-17
D.E HOLDING AUSTRALIA PTY LTD,16100632595,277815930,41639573,12460013,2016-17
DAC FINANCE PTY LIMITED,28129420444,580954007,61248780,18374634,2016-17
DAHENA PTY LIMITED,34003081061,222524910,17507865,5251640,2016-17
DAIKIN AUSTRALIA PTY LTD,62000172967,592858299,38871583,11117668,2016-17
DAIMLER AUSTRALIA/PACIFIC PTY LTD,50004348421,3913222000,227833090,68349927,2016-17
DAIRY FARMERS MILK CO-OPERATIVE LIMITED,74669522867,132461885,0,0,2016-17
DAMPIER SALT LTD,30008706590,351573903,64707882,19108992,2016-17
DANAHER AUSTRALIA HOLDING PTY LTD,80122016424,480230515,48761816,0,2016-17
DARACON CONTRACTORS PTY LIMITED,82002344667,262847677,3061140,918342,2016-17
DARWIN LNG PTY LTD,48085130981,1445586922,184869493,54982074,2016-17
DASCO AUSTRALIA PTY LTD,32135751049,241276586,50617907,15185372,2016-17
DATA #3 LIMITED,31010545267,1090624451,22226597,6280021,2016-17
DATACOM AUSTRALIA HOLDINGS PTY LIMITED,45094235373,462422513,10361233,2814066,2016-17
DAVIS LANGDON PROPERTY SERVICES PTY LTD,97006986947,678541592,6596756,0,2016-17
DBNGP (WA) TRANSMISSION PTY LTD,69081609190,309834255,0,0,2016-17
DBNGP FINANCE CO PTY LTD,14110721072,109410719,0,0,2016-17
DECMIL GROUP LIMITED,35111210390,297717144,0,0,2016-17
DEFENCE HOUSING AUSTRALIA,72968504934,1272459747,76194689,21491968,2016-17
DEICORP PTY LTD (FORMERLY DEICORPCONSTRUCTIONS (NSW) PTY LT,55138180337,284409947,8848191,2654457,2016-17
DELAWARE NORTH COMPANIES AUSTRALIA PTY LTD,92003435345,271026209,0,0,2016-17
DELL AUSTRALIA PTY LIMITED,46003855561,271289576,55870309,16590740,2016-17
DE'LONGHI AUSTRALIA PTY LIMITED,49104012857,159049931,1637093,491128,2016-17
DELTA GROUP HOLDINGS PTY LTD,37159149185,314936238,5626595,1687978,2016-17
DENGKOL PTY LTD,82005518258,276454800,0,0,2016-17
DENNIS FAMILY HOLDINGS PTY LTD,39097641855,266123769,3403404,1021021,2016-17
DENSO INTERNATIONAL AUSTRALIA PTY LTD,72081951402,189550475,9952924,2984656,2016-17
DENTSU AEGIS NETWORK AUSTRALIA HOLDINGS PTY LTD,60147301700,378715109,0,0,2016-17
DETMOLD HOLDINGS PTY LTD,87007527022,222677740,8854379,426487,2016-17
DEUTSCHE AUSTRALIA LTD,37006385593,754375609,75198944,22436669,2016-17
DEUTSCHE BANK AKTIENGESELLSCHAFT,13064165162,764149691,37832240,11349672,2016-17
DEVICE TECHNOLOGIES AUSTRALIA PTY LTD,40058091973,315796399,18815201,5644560,2016-17
DEVINE LIMITED,51010769365,227592058,0,0,2016-17
DEXUS OPERATIONS TRUST,69645176383,427540559,124659297,37397789,2016-17
DHL EXPRESS (AUSTRALIA) PTY LTD,62001112929,438194614,16585770,4975731,2016-17
DHL GLOBAL FORWARDING (AUSTRALIA) PTY LIMITED,62002636124,1376396125,38897045,10204221,2016-17
DIAGEO AUSTRALIA LIMITED,33004167720,551909581,40981332,11961156,2016-17
DIAMOND OFFSHORE GENERAL COMPANY,91050122051,284371509,4554029,1366209,2016-17
DIB GROUP PTY LIMITED,87002889474,790616709,20735816,6220745,2016-17
DIC AUSTRALIA PTY LTD,12000079550,116864025,0,0,2016-17
DICKER DATA LIMITED,95000969362,1059178895,34029534,6848108,2016-17
DIMENSION DATA AUSTRALIA PTY LTD,65003371239,1249598406,0,0,2016-17
DIRECT FREIGHT EXPRESS PTY LIMITED,66060136870,213203740,7055460,2115820,2016-17
DIRECT GROUP INVESTMENTS PTY LTD,67602302205,264884284,4477391,1265756,2016-17
DISTINCTIVE FX 2 PTY LTD,32083078380,245334446,50219648,14832302,2016-17
DMG CONSOLIDATED HOLDINGS PTY LTD,90116248545,905462442,0,0,2016-17
DOF SUBSEA AUSTRALIA PTY LTD,53083000239,137171687,0,0,2016-17
DOMA AUSTRALIA HOLDINGS PTY LTD,96154139189,249145237,31586913,9476074,2016-17
DOMETIC AUSTRALIA PTY LTD,62086366305,194206527,11736685,3521006,2016-17
DOMINO'S PIZZA ENTERPRISES LIMITED,16010489326,385833391,73503955,14112542,2016-17
DORAY MINERALS LIMITED,48138978631,201899878,0,0,2016-17
DORMA DOOR CONTROLS PTY LTD,82005869447,162668359,16596600,4978980,2016-17
DOUBLE BAY TERRACE PTY LIMITED,83064257870,160733265,179095473,5013367,2016-17
DOW AGROSCIENCES AUSTRALIA LIMITED,24003771659,163225804,9638267,0,2016-17
DOW CHEMICAL (AUSTRALIA) LIMITED,72000264979,235085273,0,0,2016-17
DOWNER EDI LIMITED,97003872848,5984214118,241250346,21166026,2016-17
DP WORLD AUSTRALIA (HOLDING) PTY LIMITED,58147892715,548213076,0,0,2016-17
DP WORLD AUSTRALIA (POSN) PTY LTD,19129842057,610766274,0,0,2016-17
DRAKE AUSTRALIA PTY LTD,42004939771,109146881,0,0,2016-17
DRAMET PTY LTD,59109544425,295359134,0,0,2016-17
DRYSDALE INVESTMENTS PTY LTD,86104614422,392734816,12163858,0,2016-17
DSI HOLDINGS 2 AUSTRALIA PTY LIMITED,49151658785,236009043,25757212,6110824,2016-17
DSM NUTRITIONAL PRODUCTS AUSTRALIA PTY LIMITED,36000991793,125557639,6544236,0,2016-17
DST BLUEDOOR HOLDINGS PTY LTD,28104705713,158509849,22385570,5590773,2016-17
DSV AIR AND SEA PTY LTD,47002275676,123216356,0,0,2016-17
DTZ AUS HOLDCO PTY LTD,36602106936,798983826,7059883,2117965,2016-17
DUAL AUSTRALIA PTY LTD,16107553257,155598923,15698397,4709519,2016-17
DUET COMPANY LIMITED,93163100061,569839466,0,0,2016-17
DULUXGROUP LIMITED,42133404065,1649665776,181927441,49753350,2016-17
DUPONT (AUSTRALIA) PTY LTD,59000716469,287616825,42175946,12652784,2016-17
DXC TECHNOLOGY AUSTRALIA HOLDINGS PTY LIMITED,33120570390,1439688798,1239318,0,2016-17
DYNAMIC SUPPLIES INVESTMENTS PTY LTD,52088062837,383531157,4265331,703220,2016-17
DYNAMIC SUPPLIES PTY LTD,25064793862,205257278,15744810,4723443,2016-17
DYSON APPLIANCES (AUST) PTY LIMITED,50073072509,407302578,10324926,3092082,2016-17
E & A LIMITED,22088588425,147933580,0,0,2016-17
E. C. THROSBY PTY. LIMITED,24060571673,217609912,2589517,712569,2016-17
E.J. COOPER & SON PTY LIMITED,64000269750,243446326,103862106,31158632,2016-17
EAST YARRA FRIENDLY SOCIETY PTY LTD,44087648913,291389689,28345303,8503591,2016-17
EASY & FAST FINANCE PTY LTD,15609793866,222450818,27855,8356,2016-17
EATON INDUSTRIES PTY LTD,66103014571,237046486,7750410,1612981,2016-17
ECLIPX GROUP LIMITED,85131557901,467452079,35505965,9371622,2016-17
ECOLAB PTY LTD,59000449990,380835289,17089790,4668150,2016-17
ECOM COMMODITIES PTY LTD,65089892713,131796449,0,0,2016-17
EDEN BRAE HOLDINGS PTY LIMITED,42083807489,251194535,21365674,6409702,2016-17
EDU HOLDINGS SPV PTY LIMITED,34143998127,287336043,0,0,2016-17
EDUCATION AUSTRALIA LTD,63008597831,139189598,19381567,2898979,2016-17
EFN (AUSTRALIA) PTY LIMITED,90607344650,314319564,0,0,2016-17
EINHELL HOLDING AUSTRALIA PTY LTD,12163099885,141798184,21341860,6402558,2016-17
ELDERS LTD,34004336636,1513312368,11388670,36101,2016-17
ELECTRANET PTY LIMITED,41094482416,377960489,85853433,25756030,2016-17
ELECTROLUX HOME PRODUCTS PTY LIMITED,51004762341,778712264,1884329,0,2016-17
ELECTRONICS BOUTIQUE AUSTRALIA PTY LTD,50077681442,812930605,36801417,11040425,2016-17
ELI LILLY AUSTRALIA PTY LIMITED,39000233992,268696989,53208189,6594835,2016-17
EMC AUSTRALIA PTY LIMITED,34143603123,342162648,31132151,6138395,2016-17
EMECO HOLDINGS LIMITED,89112188815,303160488,0,0,2016-17
EMERSON PROCESS MANAGEMENT AUSTRALIA PTY LTD,99004590005,149391897,6906320,2031514,2016-17
EMIRATES AIRLINE,81073569696,127862549,0,0,2016-17
EMIRATES LEISURE RETAIL (AUSTRALIA) PTY LTD,76131473679,680292803,20792170,6237651,2016-17
EMPIRED LIMITED,81090503843,103328620,854054,0,2016-17
EMPLOYERS MUTUAL LIMITED,67000006486,240658217,2162986,0,2016-17
ENAK HOLDINGS PTY LTD,94151868772,611928999,13724983,3936189,2016-17
ENDEMOL SHINE AUSTRALIA HOLDINGS PTY LTD,94134845364,139304457,0,0,2016-17
ENERGIZER AUSTRALIA PTY LIMITED,91003539026,101370286,7412572,2198584,2016-17
ENERGY RESOURCES OF AUSTRALIA LTD,71008550865,313286363,0,0,2016-17
ENERGYAUSTRALIA HOLDINGS LIMITED,57101876135,6328329348,0,0,2016-17
ENERMECH PTY LTD,32136435062,148619060,1947277,584183,2016-17
ENERSYS AUSTRALIA PTY LIMITED,52103740290,125312715,2834314,850294,2016-17
ENGENCO LTD,99120432144,132969965,0,0,2016-17
ENI AUSTRALIA BV,18092812023,117451389,0,0,2016-17
ENI JPDA 03-13 LIMITED,14054729930,128718688,4021156,1206347,2016-17
ENIRGI AUSTRALIA PTY LTD,69155392911,152289774,0,0,2016-17
ENSCO AUSTRALIA PTY LTD,79100601634,255667684,12634905,3790472,2016-17
ENSCO U.K. LIMITED,32459318623,102439994,4086340,1225902,2016-17
ENSHAM COAL SALES PTY LTD,13050411713,448860018,548567,164570,2016-17
ENSIGN (AUSTRALIA) HOLDINGS PTY LTD,71100195426,191772030,0,0,2016-17
ENTITY SOLUTIONS SERVICES PTY LTD,24091536364,331894135,0,0,2016-17
EPAY AUSTRALIA HOLDINGS PTY LIMITED,74104012900,144017307,12459903,3737971,2016-17
EPSON AUSTRALIA PTY LTD,91002625783,221771317,7727952,2318386,2016-17
EQUIFAX AUSTRALIA HOLDINGS PTY LTD,37609497494,390230802,0,0,2016-17
EQUINIX AUSTRALIA PTY LTD,25092807264,137415367,15352124,4605637,2016-17
ERM POWER LIMITED,28122259223,2869305991,81998102,24306058,2016-17
ESS THALANYJI PTY LTD,89141801541,211889232,43546277,13063883,2016-17
ESSILOR AUSTRALIA PTY LTD,96002659458,175591620,11179532,2053905,2016-17
ESTEE LAUDER PTY LIMITED,63008444719,281437144,43316287,12994886,2016-17
ESTHER INVESTMENT PTY LTD,68004459536,348350717,40569685,12003858,2016-17
ESTIA HEALTH LIMITED,37160986201,527694401,56152103,16845631,2016-17
ETIHAD AIRWAYS PJSC,40123078688,428534608,0,0,2016-17
ETSA UTILITIES FINANCE PTY LTD,78091701825,139868735,0,0,2016-17
EUROPCAR HOLDING PTY LTD,72130750640,182178695,397859,119358,2016-17
EVAND PTY LTD,59072254007,127298514,19429257,5828777,2016-17
EVENT HOSPITALITY AND ENTERTAINMENT LIMITED,51000005103,640621207,133681361,38018396,2016-17
EVOLUTION MINING LTD,74084669036,1482169460,126318242,30674936,2016-17
EW PACIFIC PTY LTD,NA,120489070,8684041,2605212,2016-17
EXPEDIA AUSTRALIA PTY LTD,12101694946,173461751,0,0,2016-17
EXPEDITION INVESTMENTS PTY LTD,NA,214389575,214370443,0,2016-17
EXPEDITORS INTERNATIONAL PTY LIMITED,79003337282,116544555,13491309,4047393,2016-17
EXXONMOBIL AUSTRALIA PTY LTD,48091561198,8360800462,0,0,2016-17
F K GARDNER & SONS PTY LTD,99010136053,321240371,9856929,2957079,2016-17
FACEBOOK AUSTRALIA PTY LIMITED,83134012543,331366976,41914024,12574207,2016-17
FACTORY MUTUAL INSURANCE COMPANY,47163108861,231568887,0,0,2016-17
FAIRBROTHER PTY LTD,51009510561,210619459,4184387,1212459,2016-17
FAIRFAX MEDIA LIMITED,15008663161,1336981732,103417517,13989760,2016-17
FANTASTIC HOLDINGS LIMITED,19004000775,284303606,9307173,2792152,2016-17
FAR EAST LAND (AUSTRALIA) PTY LTD,74166129915,153303473,0,0,2016-17
FCA AUSTRALIA PTY LTD,23125956505,626772585,0,0,2016-17
FDC CONSTRUCTION & FITOUT PTY LIMITED,44120295034,876685979,53153806,15902253,2016-17
FEDERAL EXPRESS (AUSTRALIA) PTY LTD,35003100052,185762542,32949568,9884870,2016-17
FENNER (PACIFIC) PTY LIMITED,49000231532,261064223,14027457,4179709,2016-17
FERRERO AUSTRALIA PTY LIMITED,29001249261,254105050,8345610,0,2016-17
FERROVIAL SERVICES AUSTRALIA PTY LTD,74609542556,1708521972,0,0,2016-17
FIL INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,34006773575,109626127,418159,125448,2016-17
FINASUCRE INVESTMENTS (AUSTRALIA) PTY LIMITED,23062315593,261526249,0,0,2016-17
FINDEX GROUP LIMITED,40128588714,414024968,0,0,2016-17
FINISAR AUSTRALIA PTY LTD,45098184582,135918054,21904972,0,2016-17
FINITE GROUP APAC PTY LIMITED,43085406300,337806491,17520838,5255771,2016-17
FIRCROFT AUSTRALIA PTY LTD,58100091245,189911574,10736396,3051812,2016-17
